sample	well	conc	GEF_conc	date	k_est	cutoff_time	data_file
PE28_K101R	G7	0.5	5	20180912	0.001		GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE28_K101R	G8	0.75	5	20180912	0.001		GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE28_K101R	G9	1	5	20180912	0.001		GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE28_K101R	G8	1.5	5	20180912	0.001		GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE28_K101R	G10	1.5	5	20180912	0.001		GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE28_K101R	A7	1.75	5	20180912	0.001		GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE28_K101R	G9	2	5	20180912	0.001		GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE28_K101R	A8	2	5	20180912	0.001		GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE28_K101R	G11	2.25	5	20180912	0.001		GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE28_K101R	A9	2.5	5	20180912	0.001		GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE28_K101R	G10	3	5	20180912	0.001		GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE28_K101R	A10	3	5	20180912	0.001		GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE28_K101R	G12	3.25	5	20180912	0.01		GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE28_K101R	G11	3.5	5	20180912	0.07		GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE28_K101R	A11	3.75	5	20180912	0.07		GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE28_K101R	A12	4	5	20180912	0.07		GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE28_K101R	G12	4.5	5	20180912	0.001		GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE28_K101R	A7	5.5	5	20180912	0.07		GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE28_K101R	A8	7	5	20180912	0.07		GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE28_K101R	A9	8	5	20180912	0.07		GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE28_K101R	A10	9	5	20180912	0.07		GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE28_K101R	A11	10	5	20180912	0.07		GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE28_K101R	A12	12	5	20180912	0.07		GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE29_R112S	C9	0.25	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE29_R112S	E9	0.5	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE29_R112S	C10	0.75	5	20180913	0.002		GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE29_R112S	E10	1	5	20180913	0.002		GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE29_R112S	C11	1.25	5	20180913	0.001		GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE29_R112S	E11	1.5	5	20180913	0.002		GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE29_R112S	C12	1.75	5	20180913	0.001		GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE29_R112S	E12	2	5	20180913	0.001		GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE29_R112S	E9	2.25	5	20180913	0.0015		GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE29_R112S	G9	2.5	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE29_R112S	E10	2.75	5	20180913	0.0005		GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE29_R112S	G10	3	5	20180913	0.0009		GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE29_R112S	E11	3.25	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE29_R112S	G11	3.5	5	20180913	0.001		GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE29_R112S	E12	4	5	20180913	0.001		GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE29_R112S	G12	4.5	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE29_R112S	G9	5	5	20180913	0.003		GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE29_R112S	G10	5.5	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE29_R112S	G11	6	5	20180913	0.001		GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE29_R112S	G12	7	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE29_R112S	A9	8	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE29_R112S	A10	9	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE29_R112S	A11	10	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE29_R112S	A12	12	5	20180913	0.007		GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE3_T34E	A1	0.25	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay.txt
PE3_T34E	C1	0.5	5	20180827	0.01		GEF_assay/2018_data/20180827_GEF_FRET_assay2.txt
PE3_T34E	A2	0.75	5	20180827	0.01		GEF_assay/2018_data/20180827_GEF_FRET_assay.txt
PE3_T34E	C2	1	5	20180827	0.01		GEF_assay/2018_data/20180827_GEF_FRET_assay2.txt
PE3_T34E	A3	1.25	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay.txt
PE3_T34E	C3	1.5	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay2.txt
PE3_T34E	A4	1.75	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay.txt
PE3_T34E	C4	2	5	20180827	0.02		GEF_assay/2018_data/20180827_GEF_FRET_assay2.txt
PE3_T34E	E1	2.25	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay3.txt
PE3_T34E	G1	2.5	5	20180827	0.005	1000	GEF_assay/2018_data/20180827_GEF_FRET_assay4.txt
PE3_T34E	E2	2.75	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay3.txt
PE3_T34E	G2	3	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay4.txt
PE3_T34E	E3	3.25	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay3.txt
PE3_T34E	G3	3.5	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay4.txt
PE3_T34E	E4	4	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay3.txt
PE3_T34E	G4	4.5	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay4.txt
PE3_T34E	A1	5	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay5.txt
PE3_T34E	A1	5.5	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay6.txt
PE3_T34E	A2	6	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay5.txt
PE3_T34E	A2	7	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay6.txt
PE3_T34E	A3	8	5	20180827	0.003		GEF_assay/2018_data/20180827_GEF_FRET_assay5.txt
PE3_T34E	A3	9	5	20180827	0.001		GEF_assay/2018_data/20180827_GEF_FRET_assay6.txt
PE3_T34E	A4	10	5	20180827	0.002		GEF_assay/2018_data/20180827_GEF_FRET_assay5.txt
PE3_T34E	A4	12	5	20180827	0.003	1500	GEF_assay/2018_data/20180827_GEF_FRET_assay6.txt
PE3_T34E	C6	12	5	20180827	0.001		GEF_assay/2018_data/20180827_GEF_FRET_assay7.txt
PE4_R108L	E1	0.25	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay2.txt
PE4_R108L	E1	0.5	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay3.txt
PE4_R108L	E2	0.75	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay2.txt
PE4_R108L	E3	1	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay2.txt
PE4_R108L	E4	1.5	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay2.txt
PE4_R108L	E2	1.5	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay3.txt
PE4_R108L	C1	1.75	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay.txt
PE4_R108L	G7	1.75	5	20180906	0.001		GEF_assay/2018_data/20180906_GEF_FRET_assay7.txt
PE4_R108L	C2	2	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay.txt
PE4_R108L	E3	2	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay3.txt
PE4_R108L	E5	2.25	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay2.txt
PE4_R108L	G8	2.25	5	20180906	0.001		GEF_assay/2018_data/20180906_GEF_FRET_assay7.txt
PE4_R108L	C3	2.5	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay.txt
PE4_R108L	G9	2.5	5	20180906	0.001		GEF_assay/2018_data/20180906_GEF_FRET_assay7.txt
PE4_R108L	C4	3	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay.txt
PE4_R108L	E4	3	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay3.txt
PE4_R108L	G10	3	5	20180906	0.001		GEF_assay/2018_data/20180906_GEF_FRET_assay7.txt
PE4_R108L	E6	3.25	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay2.txt
PE4_R108L	E5	3.5	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay3.txt
PE4_R108L	G11	3.5	5	20180906	0.001		GEF_assay/2018_data/20180906_GEF_FRET_assay7.txt
PE4_R108L	C5	3.75	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay.txt
PE4_R108L	C6	4	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay.txt
PE4_R108L	G12	4	5	20180906	0.002		GEF_assay/2018_data/20180906_GEF_FRET_assay7.txt
PE4_R108L	E6	4.5	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay3.txt
PE4_R108L	G1	5	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay4.txt
PE4_R108L	A7	6	5	20180906	0.007		GEF_assay/2018_data/20180906_GEF_FRET_assay8.txt
PE4_R108L	C7	6	5	20180906	0.007		GEF_assay/2018_data/20180906_GEF_FRET_assay9.txt
PE4_R108L	G2	7	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay4.txt
PE4_R108L	G3	8	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay4.txt
PE4_R108L	A8	8	5	20180906	0.001		GEF_assay/2018_data/20180906_GEF_FRET_assay8.txt
PE4_R108L	C8	8	5	20180906	0.001		GEF_assay/2018_data/20180906_GEF_FRET_assay9.txt
PE4_R108L	G4	9	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay4.txt
PE4_R108L	A9	9	5	20180906	0.007		GEF_assay/2018_data/20180906_GEF_FRET_assay8.txt
PE4_R108L	C9	9	5	20180906	0.001		GEF_assay/2018_data/20180906_GEF_FRET_assay9.txt
PE4_R108L	G5	10	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay4.txt
PE4_R108L	A10	10	5	20180906	0.007		GEF_assay/2018_data/20180906_GEF_FRET_assay8.txt
PE4_R108L	C10	10	5	20180906	0.007		GEF_assay/2018_data/20180906_GEF_FRET_assay9.txt
PE4_R108L	A11	11	5	20180906	0.007		GEF_assay/2018_data/20180906_GEF_FRET_assay8.txt
PE4_R108L	C11	11	5	20180906	0.007		GEF_assay/2018_data/20180906_GEF_FRET_assay9.txt
PE4_R108L	G6	12	5	20180828	0.001		GEF_assay/2018_data/20180828_GEF_FRET_assay4.txt
PE4_R108L	A12	12	5	20180906	0.007		GEF_assay/2018_data/20180906_GEF_FRET_assay8.txt
PE4_R108L	C12	12	5	20180906	0.004		GEF_assay/2018_data/20180906_GEF_FRET_assay9.txt
PE5_R108A	A5	0.25	5	20180827	0.02		GEF_assay/2018_data/20180827_GEF_FRET_assay.txt
PE5_R108A	C5	0.5	5	20180827	0.02		GEF_assay/2018_data/20180827_GEF_FRET_assay2.txt
PE5_R108A	A6	0.75	5	20180827	0.02		GEF_assay/2018_data/20180827_GEF_FRET_assay.txt
PE5_R108A	C6	1	5	20180827	0.02		GEF_assay/2018_data/20180827_GEF_FRET_assay2.txt
PE5_R108A	A7	1.25	5	20180827	0.02		GEF_assay/2018_data/20180827_GEF_FRET_assay.txt
PE5_R108A	C7	1.5	5	20180827	0.01		GEF_assay/2018_data/20180827_GEF_FRET_assay2.txt
PE5_R108A	A8	1.75	5	20180827	0.01		GEF_assay/2018_data/20180827_GEF_FRET_assay.txt
PE5_R108A	C8	2	5	20180827	0.02		GEF_assay/2018_data/20180827_GEF_FRET_assay2.txt
PE5_R108A	E5	2.25	5	20180827	0.01		GEF_assay/2018_data/20180827_GEF_FRET_assay3.txt
PE5_R108A	G5	2.5	5	20180827	0.007	300	GEF_assay/2018_data/20180827_GEF_FRET_assay4.txt
PE5_R108A	E6	2.75	5	20180827	0.01	400	GEF_assay/2018_data/20180827_GEF_FRET_assay3.txt
PE5_R108A	G6	3	5	20180827	0.01	400	GEF_assay/2018_data/20180827_GEF_FRET_assay4.txt
PE5_R108A	E7	3.25	5	20180827	0.01	400	GEF_assay/2018_data/20180827_GEF_FRET_assay3.txt
PE5_R108A	G7	3.5	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay4.txt
PE5_R108A	E8	4	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay3.txt
PE5_R108A	G8	4.5	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay4.txt
PE5_R108A	A5	5	5	20180827	0.002	600	GEF_assay/2018_data/20180827_GEF_FRET_assay5.txt
PE5_R108A	A5	5.5	5	20180827	0.002	600	GEF_assay/2018_data/20180827_GEF_FRET_assay6.txt
PE5_R108A	C7	5.5	5	20180827	0.006	500	GEF_assay/2018_data/20180827_GEF_FRET_assay7.txt
PE5_R108A	A6	6	5	20180827	0.007	500	GEF_assay/2018_data/20180827_GEF_FRET_assay5.txt
PE5_R108A	A6	7	5	20180827	0.007	1500	GEF_assay/2018_data/20180827_GEF_FRET_assay6.txt
PE5_R108A	C8	7	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay7.txt
PE5_R108A	A7	8	5	20180827	0.004		GEF_assay/2018_data/20180827_GEF_FRET_assay5.txt
PE5_R108A	A7	9	5	20180827	0.004	750	GEF_assay/2018_data/20180827_GEF_FRET_assay6.txt
PE5_R108A	C9	9	5	20180827	0.003		GEF_assay/2018_data/20180827_GEF_FRET_assay7.txt
PE5_R108A	A8	10	5	20180827	0.004		GEF_assay/2018_data/20180827_GEF_FRET_assay5.txt
PE5_R108A	A8	12	5	20180827	0.003		GEF_assay/2018_data/20180827_GEF_FRET_assay6.txt
PE5_R108A	C10	12	5	20180827	0.004		GEF_assay/2018_data/20180827_GEF_FRET_assay7.txt
PE6_H141V	E7	0.25	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay2.txt
PE6_H141V	E7	0.5	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay3.txt
PE6_H141V	E8	0.75	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay2.txt
PE6_H141V	E9	1	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay2.txt
PE6_H141V	E10	1.5	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay2.txt
PE6_H141V	E8	1.5	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay3.txt
PE6_H141V	C7	1.75	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay.txt
PE6_H141V	C8	2	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay.txt
PE6_H141V	E9	2	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay3.txt
PE6_H141V	E11	2.25	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay2.txt
PE6_H141V	C9	2.5	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay.txt
PE6_H141V	C10	3	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay.txt
PE6_H141V	E10	3	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay3.txt
PE6_H141V	E12	3.25	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay2.txt
PE6_H141V	E11	3.5	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay3.txt
PE6_H141V	C11	3.75	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay.txt
PE6_H141V	C12	4	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay.txt
PE6_H141V	E12	4.5	5	20180828	0.002		GEF_assay/2018_data/20180828_GEF_FRET_assay3.txt
PE6_H141V	G7	5	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay4.txt
PE6_H141V	G8	7	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay4.txt
PE6_H141V	G9	8	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay4.txt
PE6_H141V	G10	9	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay4.txt
PE6_H141V	G11	10	5	20180828	0.005		GEF_assay/2018_data/20180828_GEF_FRET_assay4.txt
PE6_H141V	G12	12	5	20180828	0.0008		GEF_assay/2018_data/20180828_GEF_FRET_assay4.txt
PE7_Q147E	A1	0.25	5	20180831	0.02		GEF_assay/2018_data/20180831_GEF_FRET_assay2.txt
PE7_Q147E	A1	0.5	5	20180831	0.02		GEF_assay/2018_data/20180831_GEF_FRET_assay3.txt
PE7_Q147E	A2	0.75	5	20180831	0.02		GEF_assay/2018_data/20180831_GEF_FRET_assay2.txt
PE7_Q147E	A3	1	5	20180831	0.01		GEF_assay/2018_data/20180831_GEF_FRET_assay2.txt
PE7_Q147E	A4	1.5	5	20180831	0.009		GEF_assay/2018_data/20180831_GEF_FRET_assay2.txt
PE7_Q147E	A2	1.5	5	20180831	0.009		GEF_assay/2018_data/20180831_GEF_FRET_assay3.txt
PE7_Q147E	G1	1.75	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay.txt
PE7_Q147E	G2	2	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay.txt
PE7_Q147E	A3	2	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay3.txt
PE7_Q147E	A5	2.25	5	20180831	0.01		GEF_assay/2018_data/20180831_GEF_FRET_assay2.txt
PE7_Q147E	G3	2.5	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay.txt
PE7_Q147E	G4	3	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay.txt
PE7_Q147E	A4	3	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay3.txt
PE7_Q147E	A6	3.25	5	20180831	0.01		GEF_assay/2018_data/20180831_GEF_FRET_assay2.txt
PE7_Q147E	A5	3.5	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay3.txt
PE7_Q147E	G5	3.75	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay.txt
PE7_Q147E	G6	4	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay.txt
PE7_Q147E	A6	4.5	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay3.txt
PE7_Q147E	C1	5	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay4.txt
PE7_Q147E	C2	7	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay4.txt
PE7_Q147E	C3	8	5	20180831	0.001		GEF_assay/2018_data/20180831_GEF_FRET_assay4.txt
PE7_Q147E	C4	9	5	20180831	0.001		GEF_assay/2018_data/20180831_GEF_FRET_assay4.txt
PE7_Q147E	C5	10	5	20180831	0.001		GEF_assay/2018_data/20180831_GEF_FRET_assay4.txt
PE7_Q147E	C6	12	5	20180831	0.001		GEF_assay/2018_data/20180831_GEF_FRET_assay4.txt
PE8_F58A	A9	0.13	5	20180827	0.02		GEF_assay/2018_data/20180827_GEF_FRET_assay.txt
PE8_F58A	C9	0.25	5	20180827	0.02		GEF_assay/2018_data/20180827_GEF_FRET_assay2.txt
PE8_F58A	A10	0.38	5	20180827	0.02		GEF_assay/2018_data/20180827_GEF_FRET_assay.txt
PE8_F58A	C10	0.51	5	20180827	0.02		GEF_assay/2018_data/20180827_GEF_FRET_assay2.txt
PE8_F58A	A11	0.63	5	20180827	0.02		GEF_assay/2018_data/20180827_GEF_FRET_assay.txt
PE8_F58A	C11	0.76	5	20180827	0.02		GEF_assay/2018_data/20180827_GEF_FRET_assay2.txt
PE8_F58A	A12	0.89	5	20180827	0.02		GEF_assay/2018_data/20180827_GEF_FRET_assay.txt
PE8_F58A	C12	1.01	5	20180827	0.02		GEF_assay/2018_data/20180827_GEF_FRET_assay2.txt
PE8_F58A	E9	1.14	5	20180827	0.02		GEF_assay/2018_data/20180827_GEF_FRET_assay3.txt
PE8_F58A	G9	1.27	5	20180827	0.01		GEF_assay/2018_data/20180827_GEF_FRET_assay4.txt
PE8_F58A	E10	1.39	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay3.txt
PE8_F58A	G10	1.52	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay4.txt
PE8_F58A	E11	1.65	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay3.txt
PE8_F58A	G11	1.77	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay4.txt
PE8_F58A	E12	2.03	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay3.txt
PE8_F58A	G12	2.28	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay4.txt
PE8_F58A	A9	2.53	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay5.txt
PE8_F58A	A10	3.04	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay5.txt
PE8_F58A	A11	4.05	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay5.txt
PE8_F58A	A12	5.07	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay5.txt
PE8_F58A	A9	5.5	5	20180827	0.007	1000	GEF_assay/2018_data/20180827_GEF_FRET_assay6.txt
PE8_F58A	C11	5.5	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay7.txt
PE8_F58A	C3	6	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay7.txt
PE8_F58A	A10	7	5	20180827	0.007		GEF_assay/2018_data/20180827_GEF_FRET_assay6.txt
PE8_F58A	C4	8	5	20180827	0.003	1000	GEF_assay/2018_data/20180827_GEF_FRET_assay7.txt
PE8_F58A	A11	9	5	20180827	0.001		GEF_assay/2018_data/20180827_GEF_FRET_assay6.txt
PE8_F58A	C5	10	5	20180827	0.001		GEF_assay/2018_data/20180827_GEF_FRET_assay7.txt
PE8_F58A	A12	12	5	20180827	0.001		GEF_assay/2018_data/20180827_GEF_FRET_assay6.txt
PE9_D79S	A7	0.25	5	20180831	0.05		GEF_assay/2018_data/20180831_GEF_FRET_assay2.txt
PE9_D79S	A7	0.5	5	20180831	0.05		GEF_assay/2018_data/20180831_GEF_FRET_assay3.txt
PE9_D79S	A8	0.75	5	20180831	0.05		GEF_assay/2018_data/20180831_GEF_FRET_assay2.txt
PE9_D79S	A9	1	5	20180831	0.05		GEF_assay/2018_data/20180831_GEF_FRET_assay2.txt
PE9_D79S	A10	1.5	5	20180831	0.01		GEF_assay/2018_data/20180831_GEF_FRET_assay2.txt
PE9_D79S	A8	1.5	5	20180831	0.01		GEF_assay/2018_data/20180831_GEF_FRET_assay3.txt
PE9_D79S	G7	1.75	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay.txt
PE9_D79S	G8	2	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay.txt
PE9_D79S	A9	2	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay3.txt
PE9_D79S	A11	2.25	5	20180831	0.02		GEF_assay/2018_data/20180831_GEF_FRET_assay2.txt
PE9_D79S	G9	2.5	5	20180831	0.02		GEF_assay/2018_data/20180831_GEF_FRET_assay.txt
PE9_D79S	G10	3	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay.txt
PE9_D79S	A10	3	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay3.txt
PE9_D79S	A12	3.25	5	20180831	0.007		GEF_assay/2018_data/20180831_GEF_FRET_assay2.txt
PE9_D79S	A11	3.5	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay3.txt
PE9_D79S	G11	3.75	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay.txt
PE9_D79S	G12	4	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay.txt
PE9_D79S	A12	4.5	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay3.txt
PE9_D79S	C7	5	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay4.txt
PE9_D79S	C8	7	5	20180831	0.005		GEF_assay/2018_data/20180831_GEF_FRET_assay4.txt
PE9_D79S	C9	8	5	20180831	0.001		GEF_assay/2018_data/20180831_GEF_FRET_assay4.txt
PE9_D79S	C10	9	5	20180831	0.001		GEF_assay/2018_data/20180831_GEF_FRET_assay4.txt
PE9_D79S	C11	10	5	20180831	0.001		GEF_assay/2018_data/20180831_GEF_FRET_assay4.txt
PE9_D79S	C12	12	5	20180831	0.001		GEF_assay/2018_data/20180831_GEF_FRET_assay4.txt
PE20_K132H	A9	0.25	5	20180911	0.018	200	350		GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE20_K132H	A9	0.5	5	20180911	0.02	250	400	1000	GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE20_K132H	A10	0.75	5	20180911	0.01	790	730		GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE20_K132H	A10	1	5	20180911	0.01	500	530		GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE20_K132H	A11	1.25	5	20180911	0.009	1100	1170		GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE20_K132H	A11	1.5	5	20180911	0.01	870	700		GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE20_K132H	A12	1.75	5	20180911	0.008	1900	2400		GEF_assay/2018_data/20180911_GEF_FRET_assay2.txt
PE20_K132H	A12	2	5	20180911	0.008	1200	950		GEF_assay/2018_data/20180911_GEF_FRET_assay.txt
PE20_K132H	C9	2.25	5	20180911	0.008	2100	3900	1250	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE20_K132H	C9	2.5	5	20180911	0.007	2500	3950		GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
