sample	well	conc	GEF_conc	date	k_est	span1	f_plateau	cutoff_time	back_signal	fit	data_file
PE20_K132H	C12	4	5	20180911	0.005	3100	7500	1100	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay3.txt
PE20_K132H	C12	4.5	5	20180911	0.004	3600	7400		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay4.txt
PE20_K132H	E9	5	5	20180911	0.005	4800	11000		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE20_K132H	E10	5.5	5	20180911	0.005	5200	12000		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE20_K132H	E11	6	5	20180911	0.005	5500	12900		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE20_K132H	E12	7	5	20180911	0.005	5400	13500		exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay5.txt
PE20_K132H	E9	8	5	20180911	0.004	7500	14000	1500	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE20_K132H	E10	9	5	20180911	0.004	7300	14700	1800	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE20_K132H	E11	10	5	20180911	0.003	8400	18000	1800	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE20_K132H	E12	12	5	20180911	0.003	8800	17800	1550	exp	exp	GEF_assay/2018_data/20180911_GEF_FRET_assay6.txt
PE22_K143W	G1	0.25	5	20180912	0.02	185	400		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE22_K143W	G1	0.5	5	20180912	0.02	530	700		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE22_K143W	G2	0.75	5	20180912	0.01	540	900		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE22_K143W	G3	1	5	20180912	0.009	900	1500		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE22_K143W	G2	1.5	5	20180912	0.009	1500	2250		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE22_K143W	G4	1.5	5	20180912	0.008	1600	2500		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE22_K143W	A1	1.75	5	20180912	0.008	1900	2500		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE22_K143W	G3	2	5	20180912	0.006	2400	2700		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE22_K143W	A2	2	5	20180912	0.007	2200	3000		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE22_K143W	G5	2.25	5	20180912	0.007	2400	3700		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE22_K143W	A3	2.5	5	20180912	0.007	2800	3800		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE22_K143W	G4	3	5	20180912	0.006	3500	4300		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE22_K143W	A4	3	5	20180912	0.006	3300	4900		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE22_K143W	G6	3.25	5	20180912	0.005	3400	5300		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE22_K143W	G5	3.5	5	20180912	0.005	3900	4800		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE22_K143W	A6	4	5	20180912	0.005	4300	7700	1200	exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE22_K143W	G6	4.5	5	20180912	0.004	4900	6200		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE22_K143W	A1	5.5	5	20180912	0.004	4500	7000		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE22_K143W	A2	7	5	20180912	0.003	5600	10000		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE22_K143W	A3	8	5	20180912	0.003	6600	10000		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE22_K143W	A4	9	5	20180912	0.003	7100	12000		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE22_K143W	A5	10	5	20180912	0.002	7600	12000		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE22_K143W	A6	12	5	20180912	0.002	8640	12000		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE25_R108G	C1	0.25	5	20180913	0.01	350	400		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE25_R108G	E1	0.5	5	20180913	0.01	520	520		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE25_R108G	C2	0.75	5	20180913	0.009	750	1000		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE25_R108G	E2	1	5	20180913	0.009	1050	1100		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE25_R108G	C3	1.25	5	20180913	0.008	1500	1975		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE25_R108G	E3	1.5	5	20180913	0.007	1500	1900		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE25_R108G	C4	1.75	5	20180913	0.007	1800	2400	1500	exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE25_R108G	E4	2	5	20180913	0.007	2000	3000		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE25_R108G	E1	2.25	5	20180913	0.007	2000	3300	1250	exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE25_R108G	G1	2.5	5	20180913	0.009	2300	3200		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE25_R108G	E2	2.75	5	20180913	0.007	3000	4000	1250	exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE25_R108G	G2	3	5	20180913	0.008	2800	4000		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE25_R108G	E3	3.25	5	20180913	0.007	3100	4900		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE25_R108G	G3	3.5	5	20180913	0.007	3500	5300		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE25_R108G	E4	4	5	20180913	0.007	4000	6320	1250	exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE25_R108G	G4	4.5	5	20180913	0.006	4500	8300	1000	exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE25_R108G	G1	5	5	20180913	0.007	4500	6600		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE25_R108G	G2	5.5	5	20180913	0.007	4700	8100		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE25_R108G	G3	6	5	20180913	0.007	4900	9400		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE25_R108G	G4	7	5	20180913	0.006	5600	10500		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE25_R108G	A1	8	5	20180913	0.006	6100	10800		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE25_R108G	A2	9	5	20180913	0.006	6700	12900		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE25_R108G	A3	10	5	20180913	0.005	7300	14800		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE25_R108G	A4	12	5	20180913	0.005	8700	18600		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE26_R108Q	C5	0.25	5	20180913	0.005	340	500		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE26_R108Q	E5	0.5	5	20180913	0.005	560	640		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE26_R108Q	C6	0.75	5	20180913	0.005	930	1300		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE26_R108Q	E6	1	5	20180913	0.005	1100	1260		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE26_R108Q	C7	1.25	5	20180913	0.005	1300	1600		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE26_R108Q	E7	1.5	5	20180913	0.005	1500	1900		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE26_R108Q	C8	1.75	5	20180913	0.005	1900	2700		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay.txt
PE26_R108Q	E8	2	5	20180913	0.005	2000	3100		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay2.txt
PE26_R108Q	E5	2.25	5	20180913	0.005	2300	3200		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE26_R108Q	G5	2.5	5	20180913	0.006	2500	3700		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE26_R108Q	E6	2.75	5	20180913	0.005	2700	3800		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE26_R108Q	G6	3	5	20180913	0.006	2800	4100		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE26_R108Q	E7	3.25	5	20180913	0.005	3100	4700		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE26_R108Q	G7	3.5	5	20180913	0.006	3300	5000		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE26_R108Q	E8	4	5	20180913	0.005	3900	6100		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay3.txt
PE26_R108Q	G8	4.5	5	20180913	0.006	4000	6400		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay4.txt
PE26_R108Q	G5	5	5	20180913	0.006	4000	6900		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE26_R108Q	G6	5.5	5	20180913	0.006	4900	8300		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE26_R108Q	G7	6	5	20180913	0.005	4600	8600		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE26_R108Q	G8	7	5	20180913	0.005	5600	10200		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay5.txt
PE26_R108Q	A5	8	5	20180913	0.006	6100	11400		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE26_R108Q	A6	9	5	20180913	0.006	6600	12900		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE26_R108Q	A7	10	5	20180913	0.005	7200	12600		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE26_R108Q	A8	12	5	20180913	0.005	8300	14700		exp	exp	GEF_assay/2018_data/20180913_GEF_FRET_assay6.txt
PE28_K101R	G7	0.25	5	20180912	0.002	300	390		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE28_K101R	G7	0.5	5	20180912	0.002	590	700		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE28_K101R	G8	0.75	5	20180912	0.001	823	890		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE28_K101R	G9	1	5	20180912	0.001	1100	1100		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE28_K101R	G8	1.5	5	20180912	0.0008	1400	2000		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE28_K101R	G10	1.5	5	20180912	0.0008	1700	1800		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE28_K101R	A7	1.75	5	20180912	0.0008	2000	2300		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE28_K101R	G9	2	5	20180912	0.0008	2100	3000		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE28_K101R	A8	2	5	20180912	0.0008	2300	2800		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE28_K101R	G11	2.25	5	20180912	0.0007	2700	3300		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE28_K101R	A9	2.5	5	20180912	0.0006	2900	3700		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE28_K101R	G10	3	5	20180912	0.0006	3000	3800		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE28_K101R	A10	3	5	20180912	0.0006	3100	4300		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE28_K101R	G12	3.25	5	20180912	0.0005	3200	4400		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay2.txt
PE28_K101R	G11	3.5	5	20180912	0.0005	3800	5300		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE28_K101R	A11	3.75	5	20180912	0.0004	4600	6000		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE28_K101R	A12	4	5	20180912	0.0005	4000	6000		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay3.txt
PE28_K101R	G12	4.5	5	20180912	0.0004	4700	6800		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay.txt
PE28_K101R	A7	5.5	5	20180912	0.0004	3200	6300		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE28_K101R	A8	7	5	20180912	0.0003	6000	10000		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE28_K101R	A9	8	5	20180912	0.0007	6900	12000		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE28_K101R	A10	9	5	20180912	0.0008	7800	13500		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE28_K101R	A11	10	5	20180912	0.0007	8600	15000		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
PE28_K101R	A12	12	5	20180912	0.0006	10300	18000		exp	exp	GEF_assay/2018_data/20180912_GEF_FRET_assay4.txt
